,disp_id,account_id,disposition_type,account_frequency,account_creation,account_district region,account_district no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,birthday,region,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 
4550,4810,3989,DISPONENT,monthly issuance,950311,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,63,True,350126,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
4551,4811,3990,OWNER,monthly issuance,970204,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,27,True,710326,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
4552,4812,3991,OWNER,monthly issuance,961228,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,73,False,250626,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4553,4813,3992,OWNER,monthly issuance,971216,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,30,False,681025,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
4554,4814,3993,OWNER,monthly issuance,960124,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,36,False,620228,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4555,4815,3994,OWNER,monthly issuance,960314,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,28,False,700917,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
4556,4816,3994,DISPONENT,monthly issuance,960314,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,24,True,740304,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
4557,4817,3995,OWNER,monthly issuance,950827,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,29,False,690904,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
4558,4818,3996,OWNER,monthly issuance,970622,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,66,False,320313,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4559,4819,3997,OWNER,monthly issuance,940113,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,34,False,640413,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
4560,4820,3998,OWNER,monthly issuance,960420,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,29,True,690919,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
4561,4821,3999,OWNER,monthly issuance,930506,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,59,True,390608,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620
4562,4822,3999,DISPONENT,monthly issuance,930506,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,53,False,451013,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620
4563,4823,4000,OWNER,monthly issuance,930802,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,16,False,820416,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
4564,4824,4001,OWNER,monthly issuance,950204,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,58,False,400305,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4565,4826,4003,OWNER,monthly issuance,970822,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,21,True,771227,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218
4566,4831,4008,OWNER,monthly issuance,960323,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,40,False,580814,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
4567,4832,4009,OWNER,monthly issuance,940220,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,41,True,570109,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4568,4833,4010,OWNER,monthly issuance,960819,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,27,True,710228,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804
4569,4836,4013,OWNER,issuance after transaction,931008,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,46,False,521231,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123
4570,4837,4014,OWNER,issuance after transaction,950515,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,31,True,670313,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
4571,4853,4026,OWNER,monthly issuance,970206,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,59,False,390301,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
4572,4861,4033,OWNER,monthly issuance,961119,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,21,True,771101,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
4573,4862,4034,OWNER,monthly issuance,930118,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,55,True,431123,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4574,4863,4035,OWNER,monthly issuance,930725,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,24,True,740302,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4575,4877,4047,OWNER,weekly issuance,950929,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,41,False,570219,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
4576,4882,4052,OWNER,weekly issuance,970125,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,20,False,781221,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
4577,4886,4055,OWNER,monthly issuance,930124,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,19,False,791209,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
4578,4892,4059,OWNER,monthly issuance,931008,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,29,False,690308,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
4579,4901,4066,OWNER,monthly issuance,940524,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,48,True,500508,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
4580,4904,4069,OWNER,monthly issuance,961117,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,37,True,610419,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
4581,4906,4071,OWNER,monthly issuance,960803,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,22,True,761019,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
4582,4907,4071,DISPONENT,monthly issuance,960803,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,24,False,740531,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
4583,4915,4078,OWNER,monthly issuance,930130,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,35,False,630719,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
4584,4916,4079,OWNER,monthly issuance,931103,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,59,False,390109,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
4585,4918,4081,OWNER,monthly issuance,950722,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,30,False,680506,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
4586,4919,4082,OWNER,monthly issuance,941108,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,47,True,510526,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123
4587,4923,4086,OWNER,monthly issuance,960717,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,36,False,620702,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
4588,4925,4088,OWNER,monthly issuance,960301,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,47,False,510618,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
4589,4927,4090,OWNER,monthly issuance,961011,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,43,True,550316,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
4590,4928,4091,OWNER,monthly issuance,970804,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,22,False,760209,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
4591,4929,4092,OWNER,monthly issuance,960313,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,55,False,430730,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4592,4930,4093,OWNER,monthly issuance,930325,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,17,False,810730,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4593,4937,4099,OWNER,monthly issuance,960526,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,38,True,601109,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4594,4941,4102,OWNER,monthly issuance,961113,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,19,True,790225,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
4595,4942,4103,OWNER,monthly issuance,950125,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,39,False,590705,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
4596,4944,4105,OWNER,monthly issuance,950508,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,16,False,820407,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
4597,4949,4109,OWNER,monthly issuance,950209,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,16,False,821020,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4598,4956,4116,OWNER,monthly issuance,971005,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,52,False,461010,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
4599,4959,4119,OWNER,monthly issuance,931018,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,19,False,790425,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
4600,4961,4121,OWNER,monthly issuance,950608,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,16,False,820731,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4601,4968,4127,OWNER,monthly issuance,960503,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,60,False,380526,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
4602,4969,4128,OWNER,monthly issuance,970926,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,30,True,680720,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
4603,4972,4130,OWNER,monthly issuance,970601,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,21,True,770713,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
4604,4974,4131,OWNER,monthly issuance,940819,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,36,True,620630,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
4605,4975,4131,DISPONENT,monthly issuance,940819,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,37,False,611021,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
4606,4976,4132,OWNER,monthly issuance,971002,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,17,False,810118,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
4607,4979,4134,OWNER,monthly issuance,930303,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,61,False,370628,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
4608,4989,4140,OWNER,monthly issuance,971205,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,63,False,350904,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
4609,4992,4143,OWNER,monthly issuance,971007,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,26,True,720714,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
4610,4993,4144,OWNER,monthly issuance,960819,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,25,True,730627,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4611,4994,4144,DISPONENT,monthly issuance,960819,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,20,False,780621,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4612,5002,4150,OWNER,monthly issuance,970705,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,21,True,770717,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
4613,5010,4156,OWNER,monthly issuance,970627,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,48,True,500908,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
4614,5012,4158,OWNER,monthly issuance,970904,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,26,True,720922,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
4615,5013,4159,OWNER,monthly issuance,930709,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,18,False,800915,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4616,5016,4161,OWNER,monthly issuance,950223,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,52,True,460105,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4617,5028,4171,OWNER,monthly issuance,930612,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,22,False,760410,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
4618,5030,4173,OWNER,monthly issuance,931108,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,18,False,800115,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4619,5046,4186,OWNER,monthly issuance,960825,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,61,False,370822,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4620,5050,4190,OWNER,monthly issuance,951004,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,47,False,510119,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
4621,5056,4195,OWNER,monthly issuance,940521,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,41,True,570204,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079
4622,5067,4204,OWNER,monthly issuance,960129,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,23,True,750910,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
4623,5072,4208,OWNER,monthly issuance,970408,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,17,True,810324,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4624,5081,4214,OWNER,monthly issuance,960321,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,37,True,611031,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4625,5093,4225,OWNER,monthly issuance,930518,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,49,True,490412,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
4626,5107,4237,OWNER,monthly issuance,931129,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,51,True,471006,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
4627,5108,4237,DISPONENT,monthly issuance,931129,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,54,False,440522,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
4628,5111,4240,OWNER,monthly issuance,930208,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,39,False,591212,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
4629,5117,4245,OWNER,monthly issuance,940502,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,23,False,750321,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
4630,5126,4253,OWNER,monthly issuance,960116,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,33,False,650403,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
4631,5127,4254,OWNER,monthly issuance,930504,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,23,True,750405,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
4632,5128,4255,OWNER,weekly issuance,931108,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,35,False,631224,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
4633,5132,4258,OWNER,monthly issuance,950826,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,31,False,671021,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
4634,5133,4259,OWNER,monthly issuance,940408,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,39,True,590810,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
4635,5134,4260,OWNER,monthly issuance,931014,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,31,True,670719,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471
4636,5137,4263,OWNER,monthly issuance,950717,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,19,False,790505,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
4637,5138,4264,OWNER,monthly issuance,931207,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,24,True,740805,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
4638,5141,4266,OWNER,monthly issuance,970205,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,45,True,530519,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
4639,5143,4268,OWNER,monthly issuance,970220,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,25,False,730309,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
4640,5144,4268,DISPONENT,monthly issuance,970220,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,32,True,660607,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
4641,5145,4269,OWNER,monthly issuance,951224,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,48,True,501031,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261
4642,5149,4273,OWNER,monthly issuance,960311,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,36,False,621218,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
4643,5152,4276,OWNER,monthly issuance,940709,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,23,True,750909,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
4644,5159,4283,OWNER,monthly issuance,941016,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,34,False,641202,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
4645,5163,4286,OWNER,monthly issuance,961111,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,41,True,571028,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
4646,5164,4287,OWNER,monthly issuance,931017,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,27,False,711130,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
4647,5171,4293,OWNER,issuance after transaction,960204,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,42,True,560923,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
4648,5175,4296,OWNER,monthly issuance,930128,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,49,True,490918,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460
4649,5180,4301,OWNER,monthly issuance,970626,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,55,False,431220,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4650,5189,4309,OWNER,weekly issuance,970625,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,37,True,610110,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4651,5200,4318,OWNER,weekly issuance,930413,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,38,True,600423,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
4652,5201,4318,DISPONENT,weekly issuance,930413,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,44,False,540419,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
4653,5203,4320,OWNER,monthly issuance,960723,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,53,True,450908,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4654,5204,4321,OWNER,monthly issuance,930418,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,35,False,630122,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
4655,5212,4328,OWNER,monthly issuance,940617,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,52,True,461012,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
4656,5213,4329,OWNER,monthly issuance,940217,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,18,False,801010,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4657,5214,4330,OWNER,monthly issuance,950705,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,22,False,760912,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
4658,5215,4330,DISPONENT,monthly issuance,950705,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,25,True,731015,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
4659,5217,4332,OWNER,monthly issuance,971223,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,58,True,400716,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4660,5223,4336,OWNER,monthly issuance,970708,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,21,True,770111,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
4661,5224,4337,OWNER,monthly issuance,931116,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,49,False,490724,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
4662,5232,4342,OWNER,monthly issuance,960429,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,50,True,480406,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4663,5233,4343,OWNER,monthly issuance,931122,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,False,671030,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103
4664,5236,4346,OWNER,monthly issuance,960315,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,20,False,780603,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218
4665,5237,4347,OWNER,monthly issuance,930327,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,21,False,770803,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
